Q1,Q2,QN6,QN7,QN8,QN9,QN10,QN11,QN12,QN13,QN14,QN15,QN16,QN17,QN18,QN19,QN20,QN21,QN22,QN23,QN24,QN25,QN26,QN27,QN28,QN29,QN30,QN31,QN32,QN33,QN34,QN35,QN36,QN37,QN38,QN39,QN40,QN41,QN42,QN43,QN44,QN45,QN46,QN47,QN48,QN49,QN50,QN51,QN52,QN53,QN54,QN55,QN56,QN57,QN58
1.0,-0.12794121589413576,-0.005255571123316367,0.165256142106603,0.1393184136214798,-0.09695799102826139,-0.08819968303252444,-0.047912089012288855,-0.029021133987604475,-0.021394734044174392,-0.00406441275889462,-0.04402292859880512,-0.053452123645489326,-0.06238973903327503,-0.023739589198317534,-0.03521579733492945,-0.030638895972734705,-0.019433612271906885,0.03861323272533171,0.05925238027172251,-0.01058258943612022,-0.007593111818939112,-0.002131460895361584,-0.002749569034283604,-0.008206662368217378,0.029967380918495226,-0.004915010637819813,0.0493710452964543,0.024335107273728583,-0.006619945653911847,0.06335737248901337,0.1957396186903894,0.20182145146072078,0.19375871937961636,0.2111480344881298,0.09750924299894086,0.07207581111160093,0.06253765056816342,0.032849480063796996,0.011320357561213286,0.31756382602698907,0.20894855325250755,0.23136063940762833,0.27408721498186844,0.289558410707161,-0.04950009526213409,-0.03946875721400618,-0.01957106107081516,-0.03152536937002152,0.061900671679539034,-0.03900216878506797,0.13462931047824409,-0.027991679085215868,0.12794034295187806,-0.003689165061741646
-0.12794121589413576,1.0,-0.0035296414001809687,0.013336194492332016,0.01762038108378408,0.006440573407583875,-0.035348684075698134,-0.012877821294742126,-0.007914586215574624,-0.046626732941268005,-0.02265823480628334,-0.07935521666306963,-0.11769305995531534,-0.09110042102278514,-0.07739985209339156,-0.07248489123127624,0.025385988991622706,0.00030242528811897116,0.05625321716743594,0.029446454454959338,0.016477233898013185,0.003168654248684476,-0.026070249637096872,0.018346846443260657,-0.15534961934777325,-0.1358231436653059,-0.059078372590511415,-0.13432854543234576,-0.04951586128487465,0.008624630706694267,-0.12523600958385628,-0.11678165233757236,-0.14757981041894602,-0.10810503005942239,-0.18582776487801209,-0.09654681977237288,-0.129843335417957,-0.10202893167950662,-0.06895494381117766,-0.07048717113830923,-0.2229124264557314,-0.27763947633341757,-0.2540318987043769,-0.23242542296253996,-0.24051812226602243,0.04350745315897154,0.10903690493256311,0.022849970105903034,-0.010804579027702542,-0.03416146100696109,-0.011008409250788236,-0.0004337847722228166,0.033911067188916545,-0.042939113894164244,0.01815681232883894
-0.005255571123316367,-0.0035296414001809687,1.0,0.001892856688057413,-0.017197072329554194,-0.04103643149565327,0.028863090866293337,0.10594604735685872,0.0471371995075855,0.06196095720832635,0.05617884832142264,0.11831643387882927,0.08244464763091448,0.09685561951027939,0.052947479096271954,0.06908858133493398,0.10473639055760403,0.07843253607479363,0.07181213152414082,0.14535956023895957,0.07294168647343657,0.06560071591025894,0.10595794448122177,0.037352463069030645,0.03840890796455102,0.06678899140628396,0.08803550375713466,0.009170844139413312,0.003302574086650412,0.04567480434858906,-0.018341157663203735,-0.03800133806498994,-0.016404946922795618,-0.02371047505061098,-0.024001663790780725,0.04678555976856388,0.0538345975827939,0.07686884697186853,0.0820767423013449,0.08902382701863361,0.0418863322620017,0.01645452030845246,0.024368904928900845,0.04989488291084517,0.031024696578381486,-0.02017963208896565,-0.03135868900763295,-0.012116657628563513,-0.009862004669946231,0.08514649988590996,-0.005317599556278549,-0.0390680208106472,-0.009814545387802508,0.021132297214026288,0.02687219005205087
0.165256142106603,0.013336194492332016,0.001892856688057413,1.0,0.32999749729093875,-0.2652718574834477,-0.2212737858540722,0.04959254690011711,0.02620583379038404,0.05465646200282421,0.08140810281235733,-0.029089624343165133,-0.03394395993645514,-0.08427775282296426,-0.06521982442208356,-0.07256812567884889,-0.021221269987813277,-0.0037061849979169513,0.03267502121494898,0.028077878084992652,0.021336615732748646,-0.033007538354958725,-0.04719278741603493,-0.0037643609388080443,0.030388369666937216,0.0035508621741012826,0.003047884621008817,0.01771014764966669,-0.017902490810031726,0.02217582585390347,0.04871706382195135,0.03537816992850178,0.04474600518347407,0.056217448902189666,0.07323299825055121,0.0060962890989192196,0.015578637745624868,0.021198385123135478,0.003643551052998094,-0.020407113451666833,0.04188600825769622,0.024035670503046433,0.023317029296334738,0.07072069282085505,0.04671057701404331,0.009156594559690673,0.04552149526711186,0.027804262519509196,-0.07469851391572656,-0.01041314225851795,0.041868556755904,0.15048366472229155,-0.08152810058535685,0.04406869666054968,-0.07725126894556782
0.1393184136214798,0.01762038108378408,-0.017197072329554194,0.32999749729093875,1.0,-0.21355032033146465,-0.24785988754631041,0.018961707080696607,-0.0029864948216549573,0.01605546503815278,0.05002904340001035,-0.07231430493771149,-0.05321375425604832,-0.08562320887331186,-0.05539190291334581,-0.07081260312178533,-0.04358090338039838,-0.016865143987920807,-0.02218242191781279,-0.03600302987009356,-0.03562509595727348,-0.052729966234179415,-0.052692815280393546,-0.014393854769845258,-0.01669758916834839,-0.04034796480353559,-0.04396117535960325,0.006486979588251093,-0.02549548774423224,-0.01772665540448858,0.06257699607445721,0.0421663036225291,0.04180298744263289,0.05079785341442188,0.04768016539804529,-0.007435200118224924,-0.017182298780574683,-0.04092869249557843,-0.04617039655549757,-0.07618126185279298,0.02280987843098033,0.014708810712108372,0.0088333031171722,0.038894566145786645,0.02932368359262435,0.01934871445159013,0.05369059261850871,0.05839496518543812,-0.11769903832337489,-0.033799742571985286,0.04564204862137034,0.12213118060633166,-0.04688369398059628,0.032043913418299645,-0.0337840232132052
-0.09695799102826139,0.006440573407583875,-0.04103643149565327,-0.2652718574834477,-0.21355032033146465,1.0,0.21351255585904344,-0.11085517610350637,-0.009736037993265098,-0.04157825715652065,-0.08598640153976464,0.02720920233020841,0.031547861342621344,0.04741954484884683,0.02249344964712801,0.03468863672142977,-0.002978184376559446,0.0032077059885187846,-0.033306942418266254,-0.02212467713168374,0.021225244485504308,0.04541177804446169,0.02679007346345456,-0.04618273590684872,0.006656300395667567,0.05087919814140062,0.019982066845252718,0.02478621088048057,0.04303692071180127,-0.008175235005124595,-0.004942942605884114,0.02366972212006905,0.03203147148826214,0.012776715898855815,-0.0049273195772784216,0.016766261163451295,-0.00920260592483953,0.005953881290290545,0.011951146525589727,0.014127151367336251,-0.039310101815783295,-0.029542474487021544,-0.0016167921987622633,-0.04565697133009052,-0.035958205338779796,-0.028323812976254976,-0.05615695554496184,-0.04379524529390328,0.10607984220069852,0.022863378781565646,-0.05585245784749404,-0.11571519267926335,0.06101290940691139,-0.06560838150354785,0.03834714570675955
-0.08819968303252444,-0.035348684075698134,0.028863090866293337,-0.2212737858540722,-0.24785988754631041,0.21351255585904344,1.0,0.005537909276246894,0.02414567439226945,-0.00019707648815599002,-0.05720301870043749,0.11477216592493876,0.13341436397285825,0.1131111056487951,0.07669001299974267,0.11225677600633176,0.09484902811241556,0.05313828188566665,0.029484256655354864,0.04642085059687186,0.044421865990939266,0.09863375127391853,0.14611857391465852,0.0037220137384470567,0.02691785783828592,0.07924341278410772,0.10448088239827437,0.021043692693576074,0.04848290859906686,0.013827228121139307,-0.039703335585144314,0.021857776893374613,0.02140461536700858,-0.011643057739010372,-0.00019005258078227678,0.08479848180102982,0.0854867349505576,0.07974647060105551,0.1015466286375001,0.14349659709766754,0.012328904547887857,0.010230443065237528,0.025168024670928282,-0.007738877593975326,-0.004804692407419745,0.018395488135031914,-0.05642445553947742,-0.04971905562052872,0.09059494544678455,0.06970902561254336,-0.03711549112910975,-0.14877231222791357,0.04356914298418881,-0.019756203373563486,0.05810285549788429
-0.047912089012288855,-0.012877821294742126,0.10594604735685872,0.04959254690011711,0.018961707080696607,-0.11085517610350637,0.005537909276246894,1.0,0.08699126935945559,0.16551434823198033,0.1396150611500621,0.09743517752690352,0.10429196741562256,0.0599890254992221,0.016702297804954278,0.03047855458565117,0.10030931053573179,0.0791836152220833,0.019278804427826965,0.06288191708629168,0.08086481363305935,0.06632788370088932,0.0827679719559823,0.0634782448886133,0.05118226202356876,0.06573260416174281,0.09958827812896613,0.025424755928210745,0.009749833274053623,0.05714903745270567,-0.0183691741554853,-0.02940320367021106,-0.021405777079565036,-0.037552200895788014,-0.0013186777215327976,0.056741471945881146,0.11313658907566684,0.08338194110478285,0.08165501265450166,0.1042844126930508,0.012191996510563949,0.0182153200192327,-0.016365907653662023,0.011355669024191318,0.009650749046677565,0.004910663962196925,0.0151687707468435,0.009524294706275842,-0.04412266430945425,0.07742929430653632,0.057070327700339936,0.03731662504028512,-0.07021225676224237,0.057571276697415,0.0042653681635072835
-0.029021133987604475,-0.007914586215574624,0.0471371995075855,0.02620583379038404,-0.0029864948216549573,-0.009736037993265098,0.02414567439226945,0.08699126935945559,1.0,0.26994366013101156,0.15781348659500158,0.04316519427861119,0.06687543676310707,0.016842729219191117,0.027506869318933893,0.0013444310913767635,0.03574859873612697,0.016798849559641033,0.037120806841311735,0.0427753398678566,0.027460550971448883,0.024897235290053086,0.04720388427963563,0.03803580111244037,0.09211102676654165,0.07824224903899973,0.09349347065375119,0.03891865852567782,0.00610399159960078,0.06286272468696381,0.03085129029274883,0.029602807602031187,0.03141103795968925,0.0007973005372866231,0.03733657236902409,0.0483005412789221,0.06509765353078142,0.1170417562881543,0.12316256287155954,0.11090787144702603,-0.005268749418253884,0.0058303182513777824,-0.008323053558157259,0.020642337924517827,-0.005196357683070392,-0.0026511523946416236,-0.037277585503985106,-0.012620116637072203,0.041398866021215626,0.06665708208993679,0.03202980939476824,0.055682055950521,-0.054299804901159716,0.031577670975918466,-0.01860036514310773
-0.021394734044174392,-0.046626732941268005,0.06196095720832635,0.05465646200282421,0.01605546503815278,-0.04157825715652065,-0.00019707648815599002,0.16551434823198033,0.26994366013101156,1.0,0.23713897399781567,0.05000483447786817,0.04950574693691109,0.000968365264910135,-0.004463293099099782,-0.008048942022123896,0.07361432290691121,0.0275723274962963,0.02497229662080788,0.011578527909312446,0.04321223990258403,0.018894923597650288,0.03795984658385083,0.013021183231027213,0.09343872601436012,0.0866928278526561,0.1012297792782174,0.03367624607508439,-0.0002246391163091817,0.03339878187795579,0.039854611726798245,0.02383151441415219,0.0388754965699256,0.023912686471025082,0.028931762304952223,0.0709719906984915,0.11904874913009794,0.09677346687912253,0.1020204746746789,0.10769847895055222,0.05892512709020396,0.07027894868576416,0.0507815396079059,0.06744063971277459,0.046712806737601455,-0.002548976876721545,-0.010319923856437804,0.009685914162636717,0.0438590852492266,0.07753954008092154,0.06409014197195963,0.0386507015206294,-0.06758837993702203,0.037591712243402214,-0.04852784187809283
-0.00406441275889462,-0.02265823480628334,0.05617884832142264,0.08140810281235733,0.05002904340001035,-0.08598640153976464,-0.05720301870043749,0.1396150611500621,0.15781348659500158,0.23713897399781567,1.0,0.03152470241433451,0.037110503630302674,0.0002747523147574371,-0.006936539272314098,-0.008782628997387836,0.047667363297619704,0.04069920271978062,0.028290115703231138,0.025829602851677583,0.018767030767877817,-0.0023139190574581374,-0.00014446949468145272,0.04922902124846919,0.08431318401270023,0.04708403140693639,0.06695013135610944,0.041164458980442256,0.016541329997039077,0.0307868550244267,0.0855903947425185,0.029088430804959733,0.0386521090488326,0.008574785187728709,0.05257634551647341,0.049241631090896375,0.08832689889532418,0.07290786029590209,0.08888765854125559,0.06977892092171094,0.04035510447668189,0.051644128290522985,0.0379267894842309,0.0767370400377369,0.056091489297616814,-0.001486058826908638,0.04196288904956759,0.015890556559525842,0.011639481843573503,0.03789758275415733,0.04623936124286435,0.09870118134152617,-0.07889599921137262,0.05315014687351626,-0.06234660475396657
-0.04402292859880512,-0.07935521666306963,0.11831643387882927,-0.029089624343165133,-0.07231430493771149,0.02720920233020841,0.11477216592493876,0.09743517752690352,0.04316519427861119,0.05000483447786817,0.03152470241433451,1.0,0.3897151438670297,0.28012032413248,0.19955042328387823,0.23450451022583768,0.2711232339452725,0.22402771625587983,0.061756424999887885,0.10590809046421315,0.10882225300905758,0.1654232677903708,0.2416466258814344,0.004720401722897903,0.1147046088450522,0.1362395266857234,0.14740739310469933,0.07405078133654128,0.10271603091636854,0.08904379626704605,0.050370987279821595,0.05027771167036319,0.05090184084745088,0.042689273642302,0.06398032232883226,0.11499585041389293,0.15310311749523622,0.12994187367819027,0.12979643955736367,0.14761073502821326,0.07249843419540941,0.07583930206479544,0.06480729601096039,0.05110882535046173,0.06682614713133525,-0.01279460473481612,-0.04585921494669476,-0.015207973901791159,0.02535364260194824,0.14643149736110408,0.018037612594178843,-0.03177731410143088,-0.04545223717249146,0.010761610774348734,0.11189689112359207
-0.053452123645489326,-0.11769305995531534,0.08244464763091448,-0.03394395993645514,-0.05321375425604832,0.031547861342621344,0.13341436397285825,0.10429196741562256,0.06687543676310707,0.04950574693691109,0.037110503630302674,0.3897151438670297,1.0,0.2645905230887111,0.19299980567439987,0.22254433251059405,0.22631680708897337,0.17512398357298267,0.020368568698682147,0.07294712787990694,0.09489072857082224,0.1478533331946357,0.20811283695979574,-0.007951438581412002,0.14681021663816665,0.16469186755253434,0.16498282375640463,0.10818409897220072,0.11341856507775334,0.0709644508803662,0.06878956154315895,0.0938816498113326,0.09834199834943834,0.06771323355040182,0.09828103794017364,0.1594514513941329,0.15921948729703694,0.11669544058550343,0.13665584267566214,0.12464307405552522,0.07013147055885756,0.09532800979122814,0.1016294453387158,0.0664623367778777,0.0672421888145224,0.017400167085051134,-0.04134730074840887,-0.0016133775079142138,0.03195552608441531,0.15835271084268518,0.03198923204972035,-0.02200356208544136,-0.06768643669422494,0.024058511918029914,0.08134959936608731
-0.06238973903327503,-0.09110042102278514,0.09685561951027939,-0.08427775282296426,-0.08562320887331186,0.04741954484884683,0.1131111056487951,0.0599890254992221,0.016842729219191117,0.000968365264910135,0.0002747523147574371,0.28012032413248,0.2645905230887111,1.0,0.7607414463624509,0.7623038502461623,0.27342007241552035,0.23803184738054622,0.08262853988799483,0.0873801207747514,0.11123796680169762,0.1592681586424438,0.2307882674394199,-0.026031139075914304,0.08619035682749351,0.11022510633535833,0.12802142546301454,0.06621172040762077,0.148041775395149,0.055203317239070585,0.03767367660138136,0.04367003279957559,0.05474868570999647,0.04480773000160457,0.033220315669095515,0.0977661113054643,0.11886923536801387,0.08316064054091941,0.09422899328768311,0.12817867249053158,0.04059733662496914,0.04256888247785167,0.04531839184234082,0.010325713351121667,0.012146189658650428,-0.005642187418193856,-0.05124531318741535,0.0006461606550088238,0.021829872474575154,0.15594368002404155,0.0027483361127670896,-0.07021361397504942,-0.005349562639730519,0.016161552962123543,0.11255660639481133
-0.023739589198317534,-0.07739985209339156,0.052947479096271954,-0.06521982442208356,-0.05539190291334581,0.02249344964712801,0.07669001299974267,0.016702297804954278,0.027506869318933893,-0.004463293099099782,-0.006936539272314098,0.19955042328387823,0.19299980567439987,0.7607414463624509,1.0,0.7493152539409008,0.20534983379984278,0.21158798105536808,0.08017765479766481,0.08793777658556856,0.06733734413622738,0.09633836118990455,0.167474031431123,-0.037041491876479725,0.08824271718540762,0.1050346825709227,0.1185114812053676,0.07779069128630661,0.13051256721795293,0.06354864424760928,0.04569687091159132,0.06625166901263031,0.08603782846602995,0.06579756892406526,0.07197121919653872,0.08601199670345608,0.09087338529007093,0.07981184934458872,0.07839706612274314,0.10099691029924304,0.03920496781540531,0.03737988085533436,0.044350181379390306,0.010911919827150141,0.020960271171777976,-0.009777434895018975,-0.05451940304305993,0.016366178543564872,0.021483524735197365,0.10916508509465772,-0.005977972190580122,-0.028568822482128182,0.005291496238062119,-0.000155498139530634,0.08111026145801627
-0.03521579733492945,-0.07248489123127624,0.06908858133493398,-0.07256812567884889,-0.07081260312178533,0.03468863672142977,0.11225677600633176,0.03047855458565117,0.0013444310913767635,-0.008048942022123896,-0.008782628997387836,0.23450451022583768,0.22254433251059405,0.7623038502461623,0.7493152539409008,1.0,0.24542242590868676,0.24154729794654778,0.08754473277555158,0.09518673244198123,0.09123510514498283,0.13129207274514978,0.1897193790808187,-0.03014966175430472,0.0977746355761432,0.10904487196498869,0.11994621299279559,0.08167211103194678,0.13250583685128753,0.058690405456780614,0.056478699959692444,0.06267542367693071,0.07825045724822881,0.06290717534627792,0.04682523897705498,0.0827990163793524,0.10284117515376136,0.08694866141603376,0.08272180995219863,0.11191639249777144,0.035087457207963885,0.029901029110931236,0.041292217159627824,0.011705861911561125,0.013008102962112956,0.0020341940550809177,-0.062293884481479586,-0.015752088066283275,0.026102082869991928,0.10168341444964542,-0.005463560925631355,-0.05246212328462236,0.010020868010448908,-0.0007240008655379142,0.09943691275292997
-0.030638895972734705,0.025385988991622706,0.10473639055760403,-0.021221269987813277,-0.04358090338039838,-0.002978184376559446,0.09484902811241556,0.10030931053573179,0.03574859873612697,0.07361432290691121,0.047667363297619704,0.2711232339452725,0.22631680708897337,0.27342007241552035,0.20534983379984278,0.24542242590868676,1.0,0.8040228468426563,0.1238464403760783,0.13976571203341162,0.0864761918212141,0.13242597722650498,0.2308872358887968,-0.022830225459467376,0.06422013683615906,0.079897345421567,0.1009124879751286,0.024531523452493532,0.11438939871453031,0.021453593466936947,0.05600926672945717,0.07120677211209064,0.058264629007854105,0.062306714143662796,0.04300266249647309,0.10214755059484984,0.11225586607732474,0.07049292312819824,0.09794740404371806,0.11878856607675135,0.07565355497115529,0.08883317247842037,0.03296762680084306,0.05864233626110098,0.051329998549627824,0.01604901008399406,-0.04905282265717281,-0.036392245474907194,-0.006212679079140068,0.15969427074665737,0.05621267749286849,-0.007537835490939015,-0.08061798346092346,0.04293520580620978,0.12026500646912466
-0.019433612271906885,0.00030242528811897116,0.07843253607479363,-0.0037061849979169513,-0.016865143987920807,0.0032077059885187846,0.05313828188566665,0.0791836152220833,0.016798849559641033,0.0275723274962963,0.04069920271978062,0.22402771625587983,0.17512398357298267,0.23803184738054622,0.21158798105536808,0.24154729794654778,0.8040228468426563,1.0,0.09708973473832586,0.1146688967286052,0.07989705810003932,0.09917407550797153,0.17676932947191287,-0.03315462474198283,0.04968791483031917,0.05157289284612075,0.06875018762384234,0.013545394384012635,0.09380395099557604,0.016801378405448,0.05200557443413839,0.0811363159738099,0.06019954567069729,0.06126482099960553,0.039333581644561015,0.07784143177819221,0.05966747344715986,0.04312431880624375,0.07601483672418476,0.09723832291177104,0.06340470849478234,0.07687296915120016,0.03406442775709649,0.05915150683520956,0.060918796232970064,-0.015858260408434723,-0.05648831183099112,-0.04128478005588711,0.00037208379783527327,0.13319024564080179,0.03774904505562683,-7.105617561775836e-05,-0.06866954585746161,0.02792520671181629,0.09837660334612087
